id,state,diet_need,meal_type,dish,calories,protein_g,carbs_g,fat_g,fiber_g,glycemic_index,sodium_level,cholesterol_impact,allergens,base_ingredients,diet_type,meat_type,instructions,exercise,warning
1195,Meghalaya,High Cholesterol,Breakfast,"Roasted Maize (Simple Prep, High Cholesterol; High Cholesterol; Breakfast; Vegan)",106,4,27,0,6,High,Low,High,,local maize,Vegan,,Dry-roast the maize over fire and season lightly. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1196,Meghalaya,High Cholesterol,Breakfast,"Shaw Saw (Fibre Rich, High Cholesterol; High Cholesterol; Breakfast; Vegan)",5,0,3,0,1,High,Medium,High,,"red tea leaves, water",Vegan,,Brew the red tea without sugar and serve it hot. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1197,Meghalaya,High Cholesterol,Breakfast,"Shillong Aloo Muri/Chana (With Greens, High Cholesterol; High Cholesterol; Breakfast; Vegan)",137,6,25,2,8,High,High,Low,,"boiled potato, puffed rice, chana, onion, chili, lemon",Vegan,,"Toss boiled potato or chana with puffed rice, onion, chili, and lemon. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1198,Meghalaya,High Cholesterol,Breakfast,"Sohphlang with Perilla Seed Dip (No Fried Finish, High Cholesterol; High Cholesterol; Breakfast; Vegan)",93,4,15,4,8,High,Medium,Low,,"sohphlang root, perilla seeds, chili",Vegan,,Serve the root raw or lightly boiled with crushed perilla seeds. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1199,Meghalaya,High Cholesterol,Breakfast,"Steamed Wild Greens with Sesame (Roasted, High Cholesterol; High Cholesterol; Breakfast; Vegan)",85,6,8,4,8,High,Low,High,sesame,"wild greens, sesame seeds, herbs",Vegan,,Steam or lightly sauté the greens with sesame seeds and herbs. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1200,Meghalaya,High Cholesterol,Breakfast,"Tungrymbai (Lean Serve, High Cholesterol; High Cholesterol; Breakfast; Vegan)",142,10,13,5,7,High,High,High,"sesame, soy","fermented soybeans, black sesame, chili, herbs",Vegan,,"Cook fermented soybeans with black sesame, chili, and local herbs. Keep saturated fat low and favor a lighter cook. This version stays plant-based with no dairy or eggs.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1201,Meghalaya,High Cholesterol,Lunch,"Ja Shulia (Plant Forward, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",158,4,36,1,3,Medium,High,High,,"sticky rice, water",Vegetarian,,Steam the sticky rice until soft and fluff it lightly. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1202,Meghalaya,High Cholesterol,Lunch,"Local Fruit Bowl (No Heavy Oil, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",91,1,22,0,7,Low,Low,Medium,,"sohiong, sohshang, seasonal fruits",Vegetarian,,Serve the seasonal fruit fresh without added sugar. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1203,Meghalaya,High Cholesterol,Lunch,"Lungsiej (Light Broth, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",57,3,7,1,5,Low,High,Medium,,"bamboo shoot, chili, spices",Vegetarian,,"Quick-pickle bamboo shoot with chili and spices, then serve as a side. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1204,Meghalaya,High Cholesterol,Lunch,"Me.kin/Sobok Chatni (Sesame Light, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",100,2,13,3,7,Low,High,Low,,"banana flower, herbs, chili",Vegetarian,,Pound banana flower with herbs and chili into a fresh chutney. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1205,Meghalaya,High Cholesterol,Lunch,"Pu-sla (Steamed, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",134,4,28,1,6,High,Medium,Low,,"rice flour, leaf wrap, water",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1206,Meghalaya,High Cholesterol,Lunch,"Pukhlein (High Fibre, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",206,5,34,6,3,High,Low,High,,"rice flour, jaggery, oil",Vegetarian,,Prepare the rice cake with a light batter and shallow-fry briefly. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,"Trim visible fat and avoid fried accompaniments. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1207,Meghalaya,High Cholesterol,Lunch,"Pumaloi (No Saturated Fat, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",138,4,30,1,6,High,Medium,High,,"ground rice, water, steam",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1208,Meghalaya,High Cholesterol,Lunch,"Pusaw (Heart Healthy, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",124,4,27,1,6,High,High,High,,"unpolished rice, water",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1209,Meghalaya,High Cholesterol,Lunch,"Putharo (Low Fat, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",141,5,33,2,7,High,High,High,,"rice flour, water, black sesame",Vegetarian,,Steam the rice cake in a traditional pot or leaf-lined steamer. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1210,Meghalaya,High Cholesterol,Lunch,"Red Rice with Bamboo Shoot and Herbs (Cholesterol Friendly, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",172,5,34,2,7,High,Medium,Low,,"red rice, bamboo shoot, local herbs",Vegetarian,,Cook red rice with tender bamboo shoot and local herbs using very little oil. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1211,Meghalaya,High Cholesterol,Lunch,"Roasted Maize (Simple Prep, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",120,4,29,1,6,Low,Low,Low,,local maize,Vegetarian,,Dry-roast the maize over fire and season lightly. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1212,Meghalaya,High Cholesterol,Lunch,"Shaw Saw (Fibre Rich, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",5,0,3,0,1,High,Low,Medium,,"red tea leaves, water",Vegetarian,,Brew the red tea without sugar and serve it hot. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1213,Meghalaya,High Cholesterol,Lunch,"Shillong Aloo Muri/Chana (With Greens, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",155,6,27,3,8,High,High,Low,,"boiled potato, puffed rice, chana, onion, chili, lemon",Vegetarian,,"Toss boiled potato or chana with puffed rice, onion, chili, and lemon. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1214,Meghalaya,High Cholesterol,Lunch,"Sohphlang with Perilla Seed Dip (No Fried Finish, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",107,4,16,5,8,Low,Medium,Medium,,"sohphlang root, perilla seeds, chili",Vegetarian,,Serve the root raw or lightly boiled with crushed perilla seeds. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1215,Meghalaya,High Cholesterol,Lunch,"Steamed Wild Greens with Sesame (Roasted, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",98,6,9,5,8,Medium,Low,Low,sesame,"wild greens, sesame seeds, herbs",Vegetarian,,Steam or lightly sauté the greens with sesame seeds and herbs. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1216,Meghalaya,High Cholesterol,Lunch,"Tungrymbai (Lean Serve, High Cholesterol; High Cholesterol; Lunch; Vegetarian)",160,10,14,6,7,High,High,Low,"sesame, soy","fermented soybeans, black sesame, chili, herbs",Vegetarian,,"Cook fermented soybeans with black sesame, chili, and local herbs. Keep saturated fat low and favor a lighter cook. This version stays vegetarian and uses local plant-based ingredients.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1217,Meghalaya,High Cholesterol,Lunch,"Bamboo Tube Fish (Fibre Rich, High Cholesterol; High Cholesterol; Lunch; Non-Vegetarian)",221,28,7,8,3,High,High,Medium,fish,"fish, bamboo tube, herbs, local spices",Non-Vegetarian,fish,Cook fish in bamboo with herbs and only the needed broth. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1218,Meghalaya,High Cholesterol,Lunch,"Do'o Kappa (High Fibre, High Cholesterol; High Cholesterol; Lunch; Non-Vegetarian)",261,31,13,7,3,Medium,Medium,Low,,"chicken, natural potash, coriander, chili",Non-Vegetarian,chicken,"Cook chicken with natural potash, coriander, and chili. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1219,Meghalaya,High Cholesterol,Lunch,"Doh Sniang Nei-Iong (Simple Prep, High Cholesterol; High Cholesterol; Lunch; Non-Vegetarian)",304,24,9,16,3,Medium,Low,Low,sesame,"pork, sesame seeds, herbs",Non-Vegetarian,pork,Cook pork with sesame seeds and local herbs. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1220,Meghalaya,High Cholesterol,Lunch,"Dohjem (Heart Healthy, High Cholesterol; High Cholesterol; Lunch; Non-Vegetarian)",273,23,11,13,3,Low,Low,Low,,"minced pork, black sesame, spices",Non-Vegetarian,pork,Cook minced pork with sesame and spices in a light gravy. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,"Trim visible fat and avoid fried accompaniments. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1221,Meghalaya,High Cholesterol,Lunch,"Dohkhlieh (No Saturated Fat, High Cholesterol; High Cholesterol; Lunch; Non-Vegetarian)",235,26,7,11,3,Low,High,Low,,"boiled pork, onion, green chili, herbs",Non-Vegetarian,pork,"Boil the pork and toss it with onion, green chili, and herbs. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1222,Meghalaya,High Cholesterol,Lunch,"Dohneiiong (Steamed, High Cholesterol; High Cholesterol; Lunch; Non-Vegetarian)",309,24,9,14,3,Low,Medium,Low,,"meat, black sesame seeds, herbs",Non-Vegetarian,pork,Simmer the meat with black sesame and minimal oil. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,"Trim visible fat and avoid fried accompaniments. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1223,Meghalaya,High Cholesterol,Lunch,"Ja Tyndong (Plant Forward, High Cholesterol; High Cholesterol; Lunch; Non-Vegetarian)",221,18,29,6,6,High,High,Medium,,"rice, fish or meat, vegetables, bamboo tube",Non-Vegetarian,fish,"Place rice, fish or meat, and vegetables in bamboo tubes and roast. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments.
1224,Meghalaya,High Cholesterol,Lunch,"Jadoh (Low Fat, High Cholesterol; High Cholesterol; Lunch; Non-Vegetarian)",342,23,49,10,6,Low,High,Low,,"red rice, local meat, herbs",Non-Vegetarian,pork,Cook red rice with the meat and just enough seasoning for aroma. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,"Trim visible fat and avoid fried accompaniments. This is richer than steamed rice-cake dishes, so keep the serving smaller."
1225,Meghalaya,High Cholesterol,Lunch,"Kharang (No Fried Finish, High Cholesterol; High Cholesterol; Lunch; Non-Vegetarian)",170,26,4,6,2,Medium,Medium,High,fish,"smoked fish, chili, herbs",Non-Vegetarian,fish,"Use smoked fish in a light curry, chutney, or salad. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.",Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments. Watch the sodium level if the fish component is salted or smoked.
1226,Meghalaya,High Cholesterol,Lunch,"Ktung Bain Nei-Iong (Sesame Light, High Cholesterol; High Cholesterol; Lunch; Non-Vegetarian)",206,22,5,7,3,Low,Medium,Low,"sesame, fish","dry fish, black sesame, herbs",Non-Vegetarian,fish,Simmer dry fish with black sesame and mild spices. Keep saturated fat low and favor a lighter cook. This version uses a traditional meat or fish component from Meghalaya cuisine.,Steady-state cardio or a long walk,Trim visible fat and avoid fried accompaniments. Watch the sodium level if the fish component is salted or smoked.
